affiliations.name.en,affiliations.name.no,affiliations.name.se,affiliations.nameNow.en,affiliations.city.en,affiliations.city.no,affiliations.city.se,affiliations.country.en,affiliations.country.no,affiliations.country.se,affiliations.cityNow.en,affiliations.cityNow.no,affiliations.cityNow.se,affiliations.countryNow.en,affiliations.countryNow.no,affiliations.countryNow.se,affiliations.locationString.en,affiliations.locationString.no,affiliations.locationString.se,id,awardYear,category.en
McMaster University,McMaster University,McMaster University,McMaster University,"Hamilton, Ontario","Hamilton, Ontario","Hamilton, Ontario",Canada,Canada,Kanada,"Hamilton, Ontario","Hamilton, Ontario","Hamilton, Ontario",Canada,Canada,Kanada,"Hamilton, Ontario, Canada","Hamilton, Ontario, Canada","Hamilton, Ontario, Kanada",145,1994,Physics
University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",99,1973,Physics
Stanford University School of Medicine,Stanford University School of Medicine,Stanford University School of Medicine,Stanford University School of Medicine,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",879,2012,Chemistry
Australian National University,Australian National University,Australian National University,Australian National University,Weston Creek,Weston Creek,Weston Creek,Australia,Australia,Australien,Weston Creek,Weston Creek,Weston Creek,Australia,Australia,Australien,"Weston Creek, Australia","Weston Creek, Australia","Weston Creek, Australien",865,2011,Physics
University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX","Dallas, TX","Dallas, TX",USA,USA,USA,"Dallas, TX","Dallas, TX","Dallas, TX",USA,USA,USA,"Dallas, TX, USA","Dallas, TX, USA","Dallas, TX, USA",861,2011,Physiology or Medicine
The Scripps Research Institute,The Scripps Research Institute,The Scripps Research Institute,The Scripps Research Institute,"La Jolla, CA","La Jolla, CA","La Jolla, CA",USA,USA,USA,"La Jolla, CA","La Jolla, CA","La Jolla, CA",USA,USA,USA,"La Jolla, CA, USA","La Jolla, CA, USA","La Jolla, CA, USA",861,2011,Physiology or Medicine
Rockefeller University,Rockefeller University,Rockefeller University,Rockefeller University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",261,1984,Chemistry
Stanford Linear Accelerator Center,Stanford Linear Accelerator Center,Stanford Linear Accelerator Center,Stanford Linear Accelerator Center,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",105,1976,Physics
University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",34,1927,Physics
Pavia University,Pavia University,Pavia University,Pavia University,Pavia,Pavia,Pavia,Italy,Italia,Italien,Pavia,Pavia,Pavia,Italy,Italia,Italien,"Pavia, Italy","Pavia, Italia","Pavia, Italien",298,1906,Physiology or Medicine
University of Heidelberg,University of Heidelberg,University of Heidelberg,University of Heidelberg,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,"Heidelberg, Germany","Heidelberg, Tyskland","Heidelberg, Tyskland",189,1931,Chemistry
I.G. Farbenindustrie A.G.,I.G. Farbenindustrie A.G.,I.G. Farbenindustrie A.G.,I.G. Farbenindustrie A.G.,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,"Heidelberg, Germany","Heidelberg, Tyskland","Heidelberg, Tyskland",189,1931,Chemistry
Washington University,Washington University,Washington University,Washington University,"St. Louis, MO","St. Louis, MO","St. Louis, MO",USA,USA,USA,"St. Louis, MO","St. Louis, MO","St. Louis, MO",USA,USA,USA,"St. Louis, MO, USA","St. Louis, MO, USA","St. Louis, MO, USA",343,1947,Physiology or Medicine
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",43,1936,Physics
"University of Colorado, JILA","University of Colorado, JILA","University of Colorado, JILA","University of Colorado, JILA","Boulder, CO","Boulder, CO","Boulder, CO",USA,USA,USA,"Boulder, CO","Boulder, CO","Boulder, CO",USA,USA,USA,"Boulder, CO, USA","Boulder, CO, USA","Boulder, CO, USA",740,2001,Physics
CERN,CERN,CERN,CERN,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,"Geneva, Switzerland","Genève, Sveits","Genève, Schweiz",124,1984,Physics
Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,"Baltimore, MD","Baltimore, MD","Baltimore, MD",USA,USA,USA,"Baltimore, MD","Baltimore, MD","Baltimore, MD",USA,USA,USA,"Baltimore, MD, USA","Baltimore, MD, USA","Baltimore, MD, USA",836,2009,Physiology or Medicine
Bristol University,Bristol University,Bristol University,Bristol University,Bristol,Bristol,Bristol,United Kingdom,Storbritannia,Storbritannien,Bristol,Bristol,Bristol,United Kingdom,Storbritannia,Storbritannien,"Bristol, United Kingdom","Bristol, Storbritannia","Bristol, Storbritannien",55,1950,Physics
MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",431,1984,Physiology or Medicine
"University of Chicago, Ben May Laboratory for Cancer Research","University of Chicago, Ben May Laboratory for Cancer Research","University of Chicago, Ben May Laboratory for Cancer Research","University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",384,1966,Physiology or Medicine
Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,Sèvres,Sèvres,France,Frankrike,Frankrike,Sèvres,Sèvres,Sèvres,France,Frankrike,Frankrike,"Sèvres, France","Sèvres, Frankrike","Sèvres, Frankrike",25,1920,Physics
Edinburgh University,Edinburgh University,Edinburgh University,Edinburgh University,Edinburgh,Edinburgh,Edinburgh,United Kingdom,Storbritannia,Storbritannien,Edinburgh,Edinburgh,Edinburgh,United Kingdom,Storbritannia,Storbritannien,"Edinburgh, United Kingdom","Edinburgh, Storbritannia","Edinburgh, Storbritannien",22,1917,Physics
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",81,1964,Physics
Du Pont,Du Pont,Du Pont,Du Pont,"Wilmington, DE","Wilmington, DE","Wilmington, DE",USA,USA,USA,"Wilmington, DE","Wilmington, DE","Wilmington, DE",USA,USA,USA,"Wilmington, DE, USA","Wilmington, DE, USA","Wilmington, DE, USA",269,1987,Chemistry
Standard Telecommunication Laboratories,Standard Telecommunication Laboratories,Standard Telecommunication Laboratories,Standard Telecommunication Laboratories,Harlow,Harlow,Harlow,United Kingdom,Storbritannia,Storbritannien,Harlow,Harlow,Harlow,United Kingdom,Storbritannia,Storbritannien,"Harlow, United Kingdom","Harlow, Storbritannia","Harlow, Storbritannien",838,2009,Physics
Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Hong Kong,Hong Kong,Hong Kong,China,Kina,Kina,Hong Kong,Hong Kong,Hong Kong,China,Kina,Kina,"Hong Kong, China","Hong Kong, Kina","Hong Kong, Kina",838,2009,Physics
Rockefeller University,Rockefeller University,Rockefeller University,Rockefeller University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",987,2020,Physiology or Medicine
Institut Pasteur,Institut Pasteur,Institut Pasteur,Institut Pasteur,Tunis,Tunis,Tunis,Tunisia,Tunisia,Tunisien,Tunis,Tunis,Tunis,Tunisia,Tunisia,Tunisien,"Tunis, Tunisia","Tunis, Tunisia","Tunis, Tunisien",318,1928,Physiology or Medicine
Sorbonne University,Sorbonne University,Sorbonne University,Sorbonne University,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",307,1913,Physiology or Medicine
Institute for Advanced Study,Institute for Advanced Study,Institute for Advanced Study,Institute for Advanced Study,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",68,1957,Physics
Utrecht University,Utrecht University,Utrecht University,Utrecht University,Utrecht,Utrecht,Utrecht,the Netherlands,Nederland,Nederländerna,Utrecht,Utrecht,Utrecht,the Netherlands,Nederland,Nederländerna,"Utrecht, the Netherlands","Utrecht, Nederland","Utrecht, Nederländerna",319,1929,Physiology or Medicine
National Institutes of Health,National Institutes of Health,National Institutes of Health,National Institutes of Health,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD, USA","Bethesda, MD, USA","Bethesda, MD, USA",241,1972,Chemistry
Rockefeller University,Rockefeller University,Rockefeller University,Rockefeller University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",404,1974,Physiology or Medicine
Université Catholique de Louvain,Université Catholique de Louvain,Université Catholique de Louvain,Université Catholique de Louvain,Louvain,Louvain,Louvain,Belgium,Belgia,Belgien,Louvain,Louvain,Louvain,Belgium,Belgia,Belgien,"Louvain, Belgium","Louvain, Belgia","Louvain, Belgien",404,1974,Physiology or Medicine
Max-Planck-Institut für Entwicklungsbiologie,Max-Planck-Institut für Entwicklungsbiologie,Max-Planck-Institut für Entwicklungsbiologie,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Tübingen,Tübingen,Germany,Tyskland,Tyskland,Tübingen,Tübingen,Tübingen,Germany,Tyskland,Tyskland,"Tübingen, Germany","Tübingen, Tyskland","Tübingen, Tyskland",453,1995,Physiology or Medicine
London School of Economics and Political Science,London School of Economics and Political Science,London School of Economics and Political Science,London School of Economics and Political Science,London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",858,2010,Economic Sciences
Princeton University,Princeton University,Princeton University,Princeton University,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",873,2011,Economic Sciences
Collège de France,Collège de France,Collège de France,Collège de France,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",153,1997,Physics
École Normale Supérieure,École Normale Supérieure,École Normale Supérieure,École Normale Supérieure,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",153,1997,Physics
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",146,1994,Physics
Bell Telephone Laboratories,Bell Telephone Laboratories,Bell Telephone Laboratories,Bell Telephone Laboratories,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",44,1937,Physics
University of California,University of California,University of California,University of California,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA, USA","San Diego, CA, USA","San Diego, CA, USA",772,2003,Economic Sciences
Ghent University,Ghent University,Ghent University,Ghent University,Ghent,Gent,Gent,Belgium,Belgia,Belgien,Ghent,Gent,Gent,Belgium,Belgia,Belgien,"Ghent, Belgium","Gent, Belgia","Gent, Belgien",333,1938,Physiology or Medicine
University of Massachusetts Medical School,University of Massachusetts Medical School,University of Massachusetts Medical School,University of Massachusetts Medical School,"Worcester, MA","Worcester, MA","Worcester, MA",USA,USA,USA,"Worcester, MA","Worcester, MA","Worcester, MA",USA,USA,USA,"Worcester, MA, USA","Worcester, MA, USA","Worcester, MA, USA",803,2006,Physiology or Medicine
National Institutes of Health,National Institutes of Health,National Institutes of Health,National Institutes of Health,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD, USA","Bethesda, MD, USA","Bethesda, MD, USA",410,1976,Physiology or Medicine
Northwestern University,Northwestern University,Northwestern University,Northwestern University,"Evanston, IL","Evanston, IL","Evanston, IL",USA,USA,USA,"Evanston, IL","Evanston, IL","Evanston, IL",USA,USA,USA,"Evanston, IL, USA","Evanston, IL, USA","Evanston, IL, USA",857,2010,Economic Sciences
Aarhus University,Aarhus University,Aarhus University,Aarhus University,Aarhus,Aarhus,Aarhus,Denmark,Danmark,Danmark,Aarhus,Aarhus,Aarhus,Denmark,Danmark,Danmark,"Aarhus, Denmark","Aarhus, Danmark","Aarhus, Danmark",857,2010,Economic Sciences
Technion - Israel Institute of Technology,Technion - Israel Institute of Technology,Technion - Israel Institute of Technology,Technion - Israel Institute of Technology,Haifa,Haifa,Haifa,Israel,Israel,Israel,Haifa,Haifa,Haifa,Israel,Israel,Israel,"Haifa, Israel","Haifa, Israel","Haifa, Israel",867,2011,Chemistry
Istituto Superiore di Sanità (Chief Institute of Public Health),Istituto Superiore di Sanità (Chief Institute of Public Health),Istituto Superiore di Sanità (Chief Institute of Public Health),Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Roma,Rom,Italy,Italia,Italien,Rome,Roma,Rom,Italy,Italia,Italien,"Rome, Italy","Roma, Italia","Rom, Italien",363,1957,Physiology or Medicine
Princeton University,Princeton University,Princeton University,Princeton University,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",157,1998,Physics
Princeton University,Princeton University,Princeton University,Princeton University,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",759,2002,Economic Sciences
University of California,University of California,University of California,University of California,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA, USA","Berkeley, CA, USA","Berkeley, CA, USA",733,2000,Economic Sciences
Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,"Baltimore, MD","Baltimore, MD","Baltimore, MD",USA,USA,USA,"Baltimore, MD","Baltimore, MD","Baltimore, MD",USA,USA,USA,"Baltimore, MD, USA","Baltimore, MD, USA","Baltimore, MD, USA",415,1978,Physiology or Medicine
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",406,1975,Physiology or Medicine
Harvard Medical School,Harvard Medical School,Harvard Medical School,Harvard Medical School,"Boston, MA","Boston, MA","Boston, MA",USA,USA,USA,"Boston, MA","Boston, MA","Boston, MA",USA,USA,USA,"Boston, MA, USA","Boston, MA, USA","Boston, MA, USA",423,1981,Physiology or Medicine
"University of California, Kavli Institute for Theoretical Physics","University of California, Kavli Institute for Theoretical Physics","University of California, Kavli Institute for Theoretical Physics","University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA","Santa Barbara, CA","Santa Barbara, CA",USA,USA,USA,"Santa Barbara, CA","Santa Barbara, CA","Santa Barbara, CA",USA,USA,USA,"Santa Barbara, CA, USA","Santa Barbara, CA, USA","Santa Barbara, CA, USA",776,2004,Physics
